"","item_ID","label","english","description","comment","response_scale_discrete","response_scale_vas","branched_from","branched_response","beep_level","beeps_per_day","morning","evening","event","other","children","adolescents","adults","elderly","gen_pop","outpatient","inpatient","which","dataset","contact","open","open_link","request","closed","citation","existing_adapt","existing_ref","how_admin","how_long_beep","reliability","validity","development","item_use","item_instructions","item_other","X","tag"
"38",38,"ik ben moe","i am tired","physiological state","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","maes, i., delespaul, p. a., peters, m. l., white, m. p., van horn, y., schruers, k., ... & joore, m. a. (2013). measuring health-related quality of life by experiences: the experience sampling method.","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",38,"fatigue;physical health;negative affect"
"39",39,"ik heb honger","i am hungry","physiological state","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","collip, d., nicolson, n. a., lardinois, m., lataster, t., van os, j., & myin-germeys, i. (2011). daily cortisol, stress reactivity and psychotic experiences in individuals at above average genetic risk for psychosis. psychol med, 41(11), 2305-2315. doi:10.1017/s0033291711000602","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",39,"physical health"
"40",40,"ik voel me niet lekker","i feel physically unwell","physiological state","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","Kirtley, O. J., Achterhof, R., Hagemann, N., Hermans, K. S. F. M., Hiekkaranta, A. P., Lecei, A., … Myin-Germeys, I. (2021, April 2). Initial cohort characteristics and protocol for SIGMA: An accelerated longitudinal study of environmental factors, inter- and intrapersonal processes, and mental health in adolescence. https://doi.org/10.31234/osf.io/jp2fk","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",40,"physical health"
"41",41,"ik heb pijn","i am in pain","physiological state","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","maes, i., delespaul, p. a., peters, m. l., white, m. p., van horn, y., schruers, k., ... & joore, m. a. (2013). measuring health-related quality of life by experiences: the experience sampling method.","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",41,"physical health"
"42",42,"sinds de vorige beep: heb je eraan gedach om jezelf te verwonden","since the previous beep: have you considered harming yourself?","suicidal ideation / self-harm","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","Kirtley, O. J., Achterhof, R., Hagemann, N., Hermans, K. S. F. M., Hiekkaranta, A. P., Lecei, A., … Myin-Germeys, I. (2021, April 2). Initial cohort characteristics and protocol for SIGMA: An accelerated longitudinal study of environmental factors, inter- and intrapersonal processes, and mental health in adolescence. https://doi.org/10.31234/osf.io/jp2fk","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",42,"self-harm"
"43",43,"in welke mate had je tijdens deze gedachten over zelfverwonding de wens om je leven te beïndigen? ","during these self-harm thoughts, how much did you wish to end your life?","suicidal intent","","1 (not at all) - 7 (very much)","","sinds de vorige beep: heb je eraan gedacht om jezelf te verwonden? (have you considered harming yourself?)","score greater than 2 (scale 1-7, 1 = not at all, 7 = very much)","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","Kirtley, O. J., Achterhof, R., Hagemann, N., Hermans, K. S. F. M., Hiekkaranta, A. P., Lecei, A., … Myin-Germeys, I. (2021, April 2). Initial cohort characteristics and protocol for SIGMA: An accelerated longitudinal study of environmental factors, inter- and intrapersonal processes, and mental health in adolescence. https://doi.org/10.31234/osf.io/jp2fk","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",43,"suicidality;self-harm"
"44",44,"heb je hiernaar gehandeld door jezelf opzettelijk te verwonden, pijn te doen of te vergiftigen?","have you actually harmed yourself on purpose by injuring yourself, hurting yourself, or poisoning yourself?","suicidal/self-harm behaviour","","yes - no","","sinds de vorige beep: heb je eraan gedacht om jezelf te verwonden? (have you considered harming yourself?)","score greater than 2 (scale 1-7, 1 = not at all, 7 = very much)","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","Kirtley, O. J., Achterhof, R., Hagemann, N., Hermans, K. S. F. M., Hiekkaranta, A. P., Lecei, A., … Myin-Germeys, I. (2021, April 2). Initial cohort characteristics and protocol for SIGMA: An accelerated longitudinal study of environmental factors, inter- and intrapersonal processes, and mental health in adolescence. https://doi.org/10.31234/osf.io/jp2fk","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",44,"self-harm"
"45",45,"sinds de vorige beep heb ik het volgende gebruikt","since the last beep ive used","substance use","","niets (nothing); medicatie (medication); alcohol (alcohol); sigaretten (cigarettes); cannabis (cannabis); andere drugs (other drugs)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","Kirtley, O. J., Achterhof, R., Hagemann, N., Hermans, K. S. F. M., Hiekkaranta, A. P., Lecei, A., … Myin-Germeys, I. (2021, April 2). Initial cohort characteristics and protocol for SIGMA: An accelerated longitudinal study of environmental factors, inter- and intrapersonal processes, and mental health in adolescence. https://doi.org/10.31234/osf.io/jp2fk","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",45,"substance use"
"46",46,"deze beep stoorde me","this beep disturbed me","disturbance","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","Kirtley, O. J., Achterhof, R., Hagemann, N., Hermans, K. S. F. M., Hiekkaranta, A. P., Lecei, A., … Myin-Germeys, I. (2021, April 2). Initial cohort characteristics and protocol for SIGMA: An accelerated longitudinal study of environmental factors, inter- and intrapersonal processes, and mental health in adolescence. https://doi.org/10.31234/osf.io/jp2fk","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","this beep is the last beep of the questionnaire.",46,"methodological"
"47",47,"denk aan de belangrijkste situatie voor jou in de komende 2 uur: hoeveel zin heb je in deze situatie?","think about the most important situation for you in the next 2 hours: how much are you looking forward to this situation?","anticipation of pleasure","","1 (not at all) - 7 (very much)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","Kirtley, O. J., Achterhof, R., Hagemann, N., Hermans, K. S. F. M., Hiekkaranta, A. P., Lecei, A., … Myin-Germeys, I. (2021, April 2). Initial cohort characteristics and protocol for SIGMA: An accelerated longitudinal study of environmental factors, inter- and intrapersonal processes, and mental health in adolescence. https://doi.org/10.31234/osf.io/jp2fk","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",47,"pleasure"
"48",48,"denk aan de belangrijkste situatie voor jou in de komende 2 uur: deze situatie hoort bij de categorie:","think about the most important situation for you in the next 2 hours: this situation belongs tot he following category:","anticipation of pleasure","","lichamelijke inspanning (physical activity) – school/werk (school/job) – actieve ontspanning (active relaxation) – passieve ontspanning (passive relaxation) – slapen (sleeping) – iets anders (something else) – eten/drinken (eating/drinking) – niets (nothing)","","","","yes","10","","","","","","yes","","","yes","","","","sigma","olivia kirtley, olivia.kirtley@kuleuven.be","","","","","Kirtley, O. J., Achterhof, R., Hagemann, N., Hermans, K. S. F. M., Hiekkaranta, A. P., Lecei, A., … Myin-Germeys, I. (2021, April 2). Initial cohort characteristics and protocol for SIGMA: An accelerated longitudinal study of environmental factors, inter- and intrapersonal processes, and mental health in adolescence. https://doi.org/10.31234/osf.io/jp2fk","","","phone (study phone given by researchers for the esm period, not participant's own phone), using mobileq app","90 seconds","","","","","","",48,"pleasure"
"49",49,"ik voel me tevreden","i feel content","positive affect low arousal","","","1 - 100 (from helemaal niet (not at all) to heel erg (very much))","","","this item was used in a fixed esm design with 5 beeps per day, spaced 3 hours apart.","5","","","","","no","no","yes","no","no","yes","no","patients in remission of major depressive disorder","trans-id afbouw (tapering) & trans-id herstel (recovery)","marieke wichers, m.c.wichers@umcg.nl","no","n.a.","m.c.wichers@umcg.nl","n.a.","snippe, e., helmich, m., kunkels, y. k., riese, h., smit, a., & wichers, m. (2019). esm item documentation. retrieved from osf.io/eqp4y","n.a.","possible citation: feldman barrett, l., & russell, j. (1998). independence and bipolarity in the structure of current affect. journal of personality and social psychology, 74(4), 967-984. doi: 10.1037/0022-3514.74.4.967","phone","30 minutes","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",49,"positive affect"
"50",50,"ik voel me somber ","i feel down","negative affect low arousal","","","1 - 100 (from helemaal niet (not at all) to heel erg (very much))","","","this item was used in a fixed esm design with 5 beeps per day, spaced 3 hours apart.","5","","","","","no","no","yes","no","no","yes","no","patients in remission of major depressive disorder","trans-id afbouw (tapering) & trans-id herstel (recovery)","marieke wichers, m.c.wichers@umcg.nl","no","n.a.","m.c.wichers@umcg.nl","n.a.","snippe, e., helmich, m., kunkels, y. k., riese, h., smit, a., & wichers, m. (2019). esm item documentation. retrieved from osf.io/eqp4y","n.a.","citation unknown","phone","30 minutes","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.",50,"negative affect"
