item_ID,label,description,english,tag_automated,check2_tag_remove,check2_tag_add,check2_tag_new,edited_by,check1_tag_remove,check1_tag_add
232,hoeveel energie heb je op dit moment?,physical item,how much energy do you have at the moment?,arousal,,,,Milla;Ben,,
233,hoeveel eetlust heb je op dit moment?,physical item,how much appetite do you have at the moment?,,,,,Milla;Ben,,physical health
234,in welke mate heb je  op dit moment last van lichamelijke (pijn)klachten?,physical item,to what degree do you have physical (pain)complaints at the moment?,physical health,,,,Milla;Ben,,
235,ik voel me opgewekt,mood - positive affect,i feel cheerful,positive affect,,,,Milla;Ben,,
236,ik voel me eenzaam,mood - negative affect,i feel lonely,negative affect,,,,Milla;Ben,,
237,ik voel me ontspannen,mood - positive affect,i feel relaxed,positive affect,,,,Milla;Ben,,
238,ik voel me onzeker,mood - negative affect,i feel insecure,negative affect;self-esteem,,,,Milla;Ben,negative affect,
239,ik voel me angstig,mood - negative affect,i feel anxious,anxiety;negative affect;worry,,,,Milla;Ben,worry,
240,ik voel me tevreden,mood - positive affect,i feel satisfied,positive affect,,,,Milla;Ben,,
241,ik voel me geïrriteerd,mood - negative affect,irritated,negative affect,,,,Milla;Ben,,
242,ik voel me somber,mood - negative affect,i feel down,negative affect,,,,Milla;Ben,,
243,ik voel me schuldig,mood - negative affect,i feel guilty,negative affect,,,,Milla;Ben,,
244,ik voel me enthousiast,mood - positive affect,i feel enthusiastic,positive affect,,,,Milla;Ben,,
245,ik voel me wantrouwig,psychotic experiences - paranoia,i feel suspicious,psychosis,,,,Milla;Ben,,symptom
246,ik voel me onwerkelijk,psychotic experiences - derealisation,i feel unreal,psychosis,,,,Milla;Ben,,symptom
247,mijn gedachten zijn niet te uiten ,psychotic experiences - difficulty expressing emotions ,i cannot express my thoughts,psychosis,,,,Milla;Ben,,symptom
248,mijn gedachten zijn verward,psychotic experiences - confused thinking,my thinking is confused,psychosis;substance use,,,,Milla;Ben,substance use,symptom
249,mijn gedachten laten me niet los,psychotic experiences - preoccupation,i can't get rid of my thoughts,psychosis,,,,Milla;Ben,,symptom
250,mijn gedachten worden door anderen beïnvloed,psychotic experiences - feeling controlled,my thoughts are being influenced by others,psychosis,,,,Milla;Ben,,symptom
251,ik hoor stemmen ,psychotic experiences - auditory hallucinations,i hear voices,psychosis,,,,Milla;Ben,,symptom
252,ik zie verschijningen,psychotic experiences - visual hallucinations,potential translation: i am seeing things that are not really there,psychosis,,,,Milla;Ben,,symptom
253,ik hoor dingen die er niet echt zijn ,psychotic experiences - auditory hallucinations,i hear things that aren't really there,psychosis,,,,Milla;Ben,,symptom
254,ik ben bang iets onbeheerst te doen ,psychotic experiences - loss of control,i'm afraid to lose control,psychosis,,,,Milla;Ben,,symptom
255,ik heb rust in mijn hoofd,,i have peace of mind,,,,,Milla;Ben,,
256,ik kan me goed concentreren ,concentration,i can concentrate well,attention;cognition,,,,Milla;Ben,,
257,ik mag mezelf ,self-esteem,i like myself,self-esteem,,,,Milla;Ben,,
258,ik schaam me voor mezelf,self-esteem,i am ashamed of myself ,self-esteem,,,,Milla;Ben,,
259,ik twijfel aan mezelf,self-esteem,i doubt myself ,self-esteem,,,,Milla;Ben,,
260,denk aan de voor jou belangrijkste gebeurtenis sinds de vorige beep,stress - event-related stress,think about the most important event since the last beep: ,event;stress,,,,Milla;Ben,event;stress,
261,deze gebeurtenis was: (plezierigheid),stress - event-related stress ,this event was: (pleasantness),event;stress,,,,Milla;Ben,stress,appraisal
262,deze gebeurtenis was: (belang),,this event was: (importance),event,,,,Milla;Ben,,appraisal
263,wat doe ik? (vlak voor de beep afging),context - activity ,what am i doing? ,activity,,,,Milla;Ben,,
264,denk aan wat je doet. Dit … kost me moeite,stress - activity-related stress ,think about what you're doing. this activity requires effort.,activity;stress,,,,Milla;Ben,stress,appraisal
265,ik zou liever iets anders doen ,stress - activity-related stress,i'd rather do something else. ,activity;stress,,,,Milla;Ben,stress,appraisal
266,denk aan wat je doet. Dit … kan ik goed,stress - activity-related stress (r),think about what you're doing. i am skilled at doing this activity. ,activity;stress,,,,Milla;Ben,stress,appraisal
267,denk aan wat je doet. Dit … kost me moeite,pleasantness of daily life activities (r),think about what you're doing. this activity requires effort.,activity,,,,Milla;Ben,,appraisal
268,ik zou liever iets anders doen ,pleasantness of daily life activities (r),i'd rather do something else. ,,,,,Milla;Ben,,appraisal
269,denk aan wat je doet. Dit… kan ik goed,pleasantness of daily life activities,think about what you're doing. i am skilled at doing this activity. ,activity,,,,Milla;Ben,,appraisal
270,denk aan wat je doet. Dit … is saai,pleasantness of daily life activities (r),think about what you're doing. this is boring. ,,,,,Milla;Ben,,appraisal
271,waar ben ik? ,context - location,where am i?,location,,,,Milla;Ben,,
272,met wie ben ik? ,context - company,who am i with?,social context,,,,Milla;Ben,,
273,met wie ben ik? ,stress - social stress,who am i with?,social context;stress,,,,Milla;Ben,stress,
274,ik vind het aangenaam om alleen te zijn ,solitude - sesire for solitude,i enjoy being alone,,,,,Milla;Ben,,appraisal
275,ik zou liever in gezelschap van andere mensen zijn ,solitude - desire for solitude,i would prefer to be with other people,,,,,Milla;Ben,,appraisal
276,met hoeveel mensen ben ik? ,context - company number,with how many people am i? ,,,,,Milla;Ben,,social context
277,ik vind dit gezelschap aangenaam ,stress - social stress (r),i like this company,stress,,,,Milla;Ben,stress,appraisal
278,ik zou liever alleen zijn ,stress - social stress,i'd rather be alone,stress,,,,Milla;Ben,stress,appraisal
279,in dit gezelschap voel ik me op mijn gemak,stress - social stress (r),i feel comfortable among these people,social support;stress,,,,Milla;Ben,stress,
280,ik vind dit gezelschap aangenaam ,social interaction - asociality (r),i like this company,social interaction,,,,Milla;Ben,social interaction,appraisal
281,we zijn samen iets aan het doen ,social interaction - asociality (r),we are interacting together,social interaction,,,,Milla;Ben,,
282,ik zou liever alleen zijn ,social interaction - asociality,i'd rather be alone,social interaction,,,,Milla;Ben,social interaction,appraisal
283,ik voel me verbonden met deze mensen,social interaction - asociality (r),i feel close to these people,social interaction,,,,Milla;Ben,social interaction,appraisal;social support
284,ik vind dit gezelschap aangenaam ,perceived social threat (r),i like this company,,,,,Milla;Ben,,appraisal
285,in dit gezelschap voel ik me bedreigd,perceived social threat,"in this company, i feel threatened",,,,,Milla;Ben,,appraisal
286,in dit gezelschap voel ik me op mijn gemak,perceived social threat (r),"in this company, i feel accepted",,,,,Milla;Ben,,appraisal
287,ik zou liever alleen zijn ,perceived social threat,i'd rather be alone,,,,,Milla;Ben,,appraisal
288,ik voel me verbonden met deze mensen,perceived social support,i feel connected to these people,social support,,,,Milla;Ben,,
289,ik heb honger ,physical concern,i feel hungry,physical health,,,,Milla;Ben,,
290,ik ben moe ,physical concern,i feel tired,fatigue,,,,Milla;Ben,,physical health
291,ik voel me niet lekker,physical concern,i don't feel well,,,,,Milla;Ben,,physical health
292,sinds de vorige beep heb ik me fysiek ingespannen ,physical item ,"since the last beep, i've been physically active",,,,,Milla;Ben,,activity
293,sinds de vorige beep gebruikte ik: ,substance use,"since the last beep, i used: ",substance use,,,,Milla;Ben,,
294,deze andere drugs was :,substance use,this other drug was: ,substance use,,,,Milla;Ben,,
295,deze beep stoorde mij ,beep disturbance,this beep disturbed me,methodological,,,,Milla;Ben,,emotion regulation
296,ik wilde dat ik me kon ontdoen van mijn negatieve gevoelens,psychological inflexibility - experiential avoidance,i wish i could get rid of my negative feelings,avoidance,,,,Milla;Ben,,emotion regulation
297,ik vond het moeilijk om aan te geven hoe ik me voel ,psychological inflexibility - experiential avoidance / automatic pilot,it is difficult to express how i feel,avoidance,,,,Milla;Ben,,emotion regulation
298,ik ben er met mijn aandacht bij ,psychological inflexibility - mindfulness (r) ,i'm attentive. ,attention,,,,Milla;Ben,,emotion regulation
299,sinds de vorige beep had ik negatieve gevoelens of gedachten ,psychological inflexibility - negative thoughts / emotions,"since the last beep, i've had negative emotions or thoughts",,,,,Milla;Ben,,emotion regulation;negative affect
300,ik heb geprobeerd hier niet aan te denken ,psychological inflexibility - experiential avoidance / fusion,i tried not to think about it,avoidance,,,,Milla;Ben,,emotion regulation
301,ik heb mijn gedachten er laten zijn zonder er iets mee te doen ,psychological inflexibility - acceptance / defusion (r),i let my thoughts be there without reacting to them,,,,,Milla;Ben,,emotion regulation
302,ik vond dit een gewone dag,appraisal of the day,i thought this was a regular day,appraisal;evening,,,,Milla;Ben,,
303,ik vond dit een leuke dag,appraisal of the day,i thought this was a fun day ,appraisal;evening,,,,Milla;Ben,,
304,denk aan de meest negatieve gebeurtenis. wanneer was dit? ,negative event - time,think about the most negative event today. when did this happen? ,event;evening,,,,Milla;Ben,,
305,denk aan de meest negatieve gebeurtenis. waar was dit? ,negative event - location ,think about the most negative event today. where did this happen? ,event;location;evening,,,,Milla;Ben,,
306,denk aan de meest negatieve gebeurtenis. met wie was dit? ,negative event - company,think about the most negative event today. who was there? ,event;evening,,,,Milla;Ben,,social context
307,denk aan de meest negatieve gebeurtenis. deze gebeurtenis was (plezierigheid): ,negative event - pleasantness,think about the most negative event today. this event was: (pleasantness),event;evening,,,,Milla;Ben,,appraisal
308,denk aan de meest negatieve gebeurtenis. dit was belangrijk voor mij (belang): ,negative event - importance,think about the most negative event today. this was important for me: ,event;evening,,,,Milla;Ben,,appraisal
309,denk aan de meest negatieve gebeurtenis. ik had controle over deze gebeurtenis. ,negative event - control ,think about the most negative event today. i felt in control. ,event;evening,,,,Milla;Ben,,appraisal
310,denk aan de meest negatieve gebeurtenis. ik heb het er met iemand over gehad. ,emotion regulation - support,think about the most negative event today. i talked about it to someone. ,emotion regulation;event;evening,,,,Milla;Ben,,appraisal
311,deze personen reageerden met begrip. ,emotion regulation - perceived support,these people reacted with sympathy.  ,emotion regulation;evening,,,,Milla;Ben,,appraisal
312,ik had het er graag met iemand over gehad. ,emotion regulation - desired social support,i had rather talked about it to someone. ,emotion regulation;social support;evening,,,,Milla;Ben,social support,appraisal
313,denk aan de meest negatieve gebeurtenis. ik heb er nog veel aan gedacht. ,emotion regulation - rumination,think about the most negative event today. i thought a lot about it. ,emotion regulation;event;rumination;evening,,,,Milla;Ben,,
314,denk aan de meest negatieve gebeurtenis. ik heb het gerelativeerd. ,emotion regulation - perspective taking,think about the most negative event today. i put it into perspective. ,emotion regulation;event;evening,,,,Milla;Ben,,
315,denk aan de meest negatieve gebeurtenis. ik heb het gewoon laten gebeuren. ,emotion regulation - acceptance,think about the most negative event today. i let it happen. ,emotion regulation;event;evening,,,,Milla;Ben,,
316,denk aan de meest negatieve gebeurtenis. ik heb mijn emoties getoond. ,emotion regulation - emotion expression,think about the most negative event today. i showed my emotions. ,emotion regulation;event;evening,,,,Milla;Ben,,
317,denk aan de meest negatieve gebeurtenis. ik probeerde het snel te vergeten. ,emotion regulation - avoidance,think about the most negative event today. i tried to quickly forget it. ,avoidance;emotion regulation;event;evening,,,,Milla;Ben,,
318,denk aan de meest negatieve gebeurtenis. ik probeerde de situatie te veranderen. ,emotion regulation - active coping,think about the most negative event today. i tried to change the situation. ,coping;emotion regulation;event;evening,,,,Milla;Ben,,
319,denk aan de meest positieve gebeurtenis. wanneer was dit? ,positive event - time,think about the most positive event today. when did this happen? ,event;evening,,,,Milla;Ben,,
320,denk aan de meest positieve gebeurtenis. waar was dit? ,positive event - location ,think about the most positive event today.where did this happen? ,event;location;evening,,,,Milla;Ben,,
321,denk aan de meest positieve gebeurtenis. met wie was dit? ,positive event - company,think about the most positive event today. who was there? ,event;evening,,,,Milla;Ben,,social context
322,denk aan de meest positieve gebeurtenis. deze gebeurtenis was plezierig voor mij: ,positive event - pleasantness,think about the most positive event today. this event was (pleasantness): ,event;evening,,,,Milla;Ben,,appraisal
