"","item_ID","label","description","english","tag_automated","check1_tag_remove","check1_tag_add","tag_automated_check1","check2_tag_remove","check2_tag_add","check2_tag_new","edited_by","tag_final"
"186",186,"ik heb geprobeerd het te vermijden of mezelf af te leiden","coping","have i tried to distract my attention from my emotions?","attention;cognition;coping","","emotion regulation","attention;cognition;coping;emotion regulation","attention;cognition;coping;emotion regulation","attention;cognition;coping;emotion regulation","","Milla;Ben","attention;cognition;coping;emotion regulation"
"187",187,"ik heb mijn emoties geuit","coping","have i tried to suppress the expression of my emotions?","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"188",188,"ik heb het er met iemand over gehad","coping","have i talked to others about my emotions?","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"189",189,"ik heb geprobeerd het te accepteren of er op een andere manier naar te kijken","coping","have i tried to look at my problems in a different way?","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"190",190,"ik kon er mee omgaan","coping","have i felt that i can deal with my current situation?","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"191",191,"bleef ik maar over een probleem van mij denken","coping","i kept thinking about a problem of mine","coping","","rumination;emotion regulation","coping;rumination;emotion regulation","","","","Milla;Ben","coping;rumination;emotion regulation"
"192",192,"heb ik geprobeerd om een oplossing te vinden voor een probleem van mij","coping","i tried to find a solution for a problem of mine","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"193",193,"heb ik geprobeerd een probleem van mij te vermijden of mijzelf af te leiden","coping","have i tried to distract my attention from my emotions?","attention;cognition;coping","","emotion regulation","attention;cognition;coping;emotion regulation","attention;cognition;coping;emotion regulation","attention;cognition;coping;emotion regulation","","Milla;Ben","attention;cognition;coping;emotion regulation"
"194",194,"heb ik mijn emoties geuit vanwege een probleem van mij","coping","have i tried to suppress the expression of my emotions?","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"195",195,"heb ik het met iemand over een probleem van mij gehad","coping","have i talked to others about my emotions?","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"196",196,"heb ik geprobeerd om een probleem van mij te accepteren of er op een andere manier naar te kijken","coping","have i tried to look at my problems in a different way?","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"197",197,"ik kon met mijn probleem omgaan","coping","have i felt that i can deal with my current situation?","coping","","emotion regulation","coping;emotion regulation","","","","Milla;Ben","coping;emotion regulation"
"198",198,"sinds de vorige beep heb ik me lichamelijk ingespannen","physical activity","since the previous beep, i have been physically active","activity","","","activity","","","","Milla;Ben","activity"
"199",199,"sinds de vorige piep gebruikte ik..","use","since the last beep, i used..","substance use","","","substance use","","","","Milla;Ben","substance use"
"200",200,"deze beep stoorde mij ","beep disturbance","this beep disturbed me ","methodological","","","methodological","","","","Milla;Ben","methodological"
"201",201,"hoe lang duurde het voordat ik gisterenavond insliep? ","fall asleep time","how long did it take before i fell asleep last night? ","sleep;morning","","","sleep","","","","Milla;Ben","sleep"
"202",202,"hoe vaak werd ik afgelopen nacht wakker?","","how often did i wake up last night?","morning","","sleep","sleep","","","","Milla;Ben","sleep"
"203",203,"hoe lang lag ik vanmorgen wakker voordat ik opstond? ","","how long was i awake this morning before i got up?","arousal;morning","arousal","","sleep","","","","Milla;Ben","sleep"
"204",204,"ik heb goed geslapen","","i slept well i slept well ","morning","","sleep","sleep","","","","Milla;Ben","sleep"
"205",205,"ik heb zin in deze dag","","i am looking forward to this day","morning","","appraisal","appraisal","","","","Milla;Ben","appraisal"
"206",206,"ik vond dit een gewone dag ","","i thought this was an ordinary day ","evening","","appraisal","appraisal","","","","Milla;Ben","appraisal"
"207",207,"deze dag was..  ","","this day was...  ","evening","","appraisal","appraisal","","","","Milla;Ben","appraisal"
"208",208,"hoe gestresseerd voel je je op dit moment?","mood","how stressed do you feel at the moment?","negative affect;stress","","","negative affect;stress","","","","Milla;Ben","negative affect;stress"
"209",209,"hoe depressief voel je je op dit moment?","mood","how depressed do you feel at the moment?","depression","","negative affect","depression;negative affect","","","","Milla;Ben","depression;negative affect"
"210",210,"hoe euforisch voel je je op dit moment?","mood","how euphoric do you feel at the moment?","","","positive affect","positive affect","","","","Milla;Ben","positive affect"
"211",211,"hoe opgewekt voel je je op dit moment?","mood","how happy do you feel at the moment?","positive affect","","","positive affect","","","","Milla;Ben","positive affect"
"212",212,"hoe relaxed voel je je op dit moment?","mood","how relaxed do you feel at the moment?","positive affect","","","positive affect","","","","Milla;Ben","positive affect"
"213",213,"hoe angstig voel je je op dit moment?","mood","how anxious do you feel at the moment?","anxiety;negative affect;worry","worry","","anxiety;negative affect","","","","Milla;Ben","anxiety;negative affect"
"214",214,"hoe kwaad voel je je op dit moment?","mood","how angry do you feel at the moment?","negative affect","","","negative affect","","","","Milla;Ben","negative affect"
"215",215,"in welke mate heb je op dit moment een goede verstandhouding met anderen?","borderline symptom","to what degree do you have a good relationship with others at the moment?","symptom","","appraisal","symptom;appraisal","","","","Milla;Ben","symptom;appraisal"
"216",216,"sinds de vorige beep, in welke mate deed je dingen zonder er goed over na te denken?","borderline symptom","since the last beep, to what degree did you do things without carefully planning?","symptom","","appraisal","symptom;appraisal","","","","Milla;Ben","symptom;appraisal"
"217",217,"in welke mate ben je op dit moment bang om door anderen in de steek gelaten te worden?","borderline symptom","to what degree are you scared  others will abandon you at the moment?","symptom","","appraisal","symptom;appraisal","","","","Milla;Ben","symptom;appraisal"
"218",218,"heb je sinds de vorige beep geautomutileerd?","borderline symptom","since the last beep, did you self-injure yourself?","symptom","","self-harm","symptom;self-harm","","","","Milla;Ben","symptom;self-harm"
"219",219,"in welke mate vind je het op dit moment moeilijk om plezier te beleven aan activiteiten?","depression symptom","to what degree do you find it difficult to experience pleasure in activities at the moment?","depression;pleasure;symptom","","","depression;pleasure;symptom","","","","Milla;Ben","depression;pleasure;symptom"
"220",220,"in welke mate vind je het op dit moment moeilijk om je  te concentreren?","depression symptom","to what degree do you find it difficult to concentrate at the moment?","cognition;depression;symptom","","","cognition;depression;symptom","","attention","","Milla;Ben","cognition;depression;symptom;attention"
"221",221,"hoeveel zelfvertrouwen heb je op dit moment? ","depression symptom","how self-confident are you at the moment?","depression;self-esteem;symptom","","","depression;self-esteem;symptom","","","","Milla;Ben","depression;self-esteem;symptom"
"222",222,"hoe rusteloos voel je je op dit moment?","depression symptom","how restless do you feel at the moment?","depression;symptom","","","depression;symptom","","","","Milla;Ben","depression;symptom"
"223",223,"hoeveel druk voel je op dit moment van je omgeving om je niet angstig of depressief te voelen? ","social pressure","how much pressure do you perceive from your environment to avoid feelings of anxiety or depression at the moment?","anxiety;avoidance;depression;location;stress","anxiety;depression;location;stress","appraisal","avoidance;appraisal","","","","Milla;Ben","avoidance;appraisal"
"224",224,"is er sinds de vorige beep iets positief gebeurd?","context","did something positive happen since the last beep?","event","","","event","","","","Milla;Ben","event"
"225",225,"is er sinds de vorige beep iets negatief gebeurd?","context","did something negative happen since the last beep?","event","","","event","","","","Milla;Ben","event"
